!
! chemical model of an expanding circumstellar envelope with parameters:
! species and initial abundances file : allspec_irc10216.spec                             
! reactions rate constants files =  1 : astrorates_24jan2011.reac                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
! mass loss rate                      =  2.0000E-05 Msun yr-1
! expansion velocity                  =     14.5000 km s-1
! UV ISRF strength                    =   1.000     Draine units
! H2 cosmic ray ionization rate       =  1.2000E-17 s-1
! from                2.0000E+14 to   1.0000E+18 cm
! visual extinction:   82.03     to   1.6405E-02 mag
! .................................................................................................
! Abundances relative to total H nuclei:
!        1                2                3                4               5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87          88          89          90          91          92          93          94          95          96          97          98          99
!  log(time[yr])  log(radius[cm])  log(density[cm-3])  temperature[K]     h           h2          he          c           o           n           s           si          p           ch          ch2         ch3         ch4         c2          c2h         c2h2        c2h3        c2h4        c2h5        c2h6        c3          c-c3h       c3h         c-c3h2      h2c3        c3h2        c3h3        p-c3h4      a-c3h4      c4          c4h         c4h2        n-c4h3      i-c4h3      c5          c5h         c5h2        c6          c6h         c6h2        c7          c7h         c7h2        c8          c8h         c8h2        c9          c9h         c9h2        c10         c10h        c10h2       c11         ch3c4h      ch3c6h      b-c6h6      oh          h2o         o2          ho2         h2o2        co          hco         h2co        ch2oh       ch3o        ch3oh       co2         hcooh       c2o         hcco        ch2co       ch3cho      c2h5oh      ch3och3     hcooch3     c3o         ch3coch3    nh          nh2         nh3         n2          cn          hcn         hnc         h2cn        ch2nh       ch3nh2      c2n         c3n         c4n         c5n         c6n         c7n         c8n         
      1.121938       14.915382        7.373227              441.60      -7.906124   -0.301030   -1.070581  -11.540786  -10.186365   -9.868987   -9.507771  -11.865675  -13.412838  -15.689523  -11.319554  -10.405920   -5.756970  -14.828716  -13.088978   -4.397994  -12.820610   -7.999923  -13.496949  -13.757333   -9.345519  -15.017932  -14.040402  -10.560242   -9.637742   -9.636889  -16.313730  -12.067242  -12.072452  -16.684946  -15.737010  -10.989723  -15.308006  -15.209190  -14.054200  -14.674859  -10.041257  -21.231973  -14.543218   -9.233597  -16.007880  -17.688708  -12.849328  -20.482426  -18.398394  -12.517181  -16.609472  -18.851638  -14.652662  -22.964727  -22.077147  -16.593739  -27.170063  -11.058373  -15.293683   -9.316274  -12.233986   -9.019428  -17.438702  -26.431969  -27.162155   -3.522880  -13.673809  -14.049599  -18.239341  -21.406658  -16.357068  -12.263955  -17.683761  -17.022220  -12.574383  -10.834195  -15.794087  -21.847784  -26.089507  -29.422024  -14.693811  -24.988333   -7.857601  -10.045606   -6.009928   -4.698880  -12.996250   -5.000036   -9.133578  -14.098092  -12.840016  -12.842091  -15.309016  -16.723538  -19.210117  -18.467539  -23.462536  -21.783045  -27.503279
      1.122132       14.915382        7.372936              441.60      -7.906039   -0.301030   -1.070581  -11.540598  -10.185672   -9.868903   -9.507653  -11.865715  -13.412727  -15.688912  -11.318871  -10.405634   -5.756970  -14.828445  -13.088471   -4.397994  -12.819995   -7.999923  -13.496444  -13.757092   -9.345376  -15.017346  -14.039968  -10.560008   -9.637610   -9.636758  -16.313552  -12.066951  -12.072159  -16.684250  -15.736368  -10.989409  -15.307249  -15.208600  -14.053692  -14.674254  -10.041034  -21.231056  -14.542708   -9.233410  -16.007320  -17.688075  -12.848921  -20.481540  -18.397650  -12.516812  -16.608989  -18.850876  -14.652232  -22.963815  -22.076262  -16.593115  -27.169147  -11.058181  -15.293251   -9.316088  -12.233654   -9.019337  -17.437658  -26.430613  -27.161304   -3.522880  -13.673267  -14.049025  -18.238651  -21.406148  -16.356721  -12.263648  -17.683367  -17.021862  -12.573411  -10.833836  -15.793731  -21.847351  -26.089061  -29.421413  -14.693452  -24.987917   -7.857562  -10.045175   -6.009930   -4.698880  -12.995582   -5.000036   -9.133384  -14.097711  -12.839860  -12.841936  -15.308717  -16.722749  -19.209604  -18.466954  -23.461802  -21.782222  -27.501952
      1.122325       14.915382        7.372645              441.60      -7.905954   -0.301030   -1.070581  -11.540410  -10.184979   -9.868819   -9.507534  -11.865756  -13.412615  -15.688302  -11.318189  -10.405348   -5.756970  -14.828175  -13.087964   -4.397994  -12.819380   -7.999923  -13.495939  -13.756850   -9.345234  -15.016759  -14.039535  -10.559774   -9.637479   -9.636626  -16.313372  -12.066659  -12.071865  -16.683554  -15.735725  -10.989096  -15.306493  -15.208010  -14.053185  -14.673650  -10.040811  -21.230139  -14.542197   -9.233223  -16.006760  -17.687441  -12.848514  -20.480654  -18.396905  -12.516442  -16.608506  -18.850114  -14.651802  -22.962903  -22.075377  -16.592491  -27.168231  -11.057989  -15.292820   -9.315901  -12.233321   -9.019246  -17.436614  -26.429257  -27.160453   -3.522880  -13.672726  -14.048451  -18.237962  -21.405638  -16.356373  -12.263341  -17.682973  -17.021504  -12.572440  -10.833477  -15.793375  -21.846918  -26.088614  -29.420802  -14.693094  -24.987502   -7.857523  -10.044743   -6.009933   -4.698880  -12.994915   -5.000036   -9.133189  -14.097330  -12.839704  -12.841781  -15.308417  -16.721960  -19.209090  -18.466369  -23.461068  -21.781398  -27.500625
      1.134122       14.924786        7.354845              436.37      -7.900713   -0.301030   -1.070581  -11.528898  -10.142952   -9.863738   -9.500349  -11.868228  -13.405840  -15.650828  -11.276888  -10.388169   -5.756971  -14.811493  -13.056887   -4.397995  -12.782125   -7.999921  -13.465444  -13.742075   -9.336560  -14.980817  -14.012970  -10.545497   -9.629482   -9.628621  -16.301545  -12.048869  -12.053944  -16.640861  -15.696329  -10.969898  -15.260512  -15.171967  -14.022413  -14.636755  -10.027184  -21.174012  -14.510912   -9.221831  -15.972898  -17.648713  -12.823580  -20.426441  -18.351396  -12.493833  -16.579192  -18.803494  -14.625584  -22.906996  -22.021192  -16.554355  -27.112148  -11.046297  -15.266687   -9.304537  -12.213499   -9.013836  -17.373333  -26.346762  -27.109021   -3.522880  -13.640054  -14.013456  -18.196200  -21.374723  -16.335230  -12.244785  -17.658998  -16.998903  -12.513355  -10.811718  -15.771688  -21.820529  -26.061598  -29.383712  -14.671201  -24.962373   -7.855216  -10.018392   -6.010076   -4.698877  -12.954024   -5.000037   -9.121320  -14.074401  -12.830308  -12.832437  -15.290206  -16.673667  -19.177764  -18.430661  -23.416325  -21.731109  -27.419450
      1.134316       14.924786        7.354552              436.37      -7.900626   -0.301030   -1.070581  -11.528709  -10.142268   -9.863655   -9.500232  -11.868268  -13.405730  -15.650210  -11.276217  -10.387892   -5.756971  -14.811217  -13.056375   -4.397995  -12.781519   -7.999921  -13.464950  -13.741832   -9.336418  -14.980226  -14.012532  -10.545263   -9.629351   -9.628490  -16.301337  -12.048578  -12.053650  -16.640157  -15.695680  -10.969582  -15.259760  -15.171375  -14.021912  -14.636150  -10.026960  -21.173089  -14.510397   -9.221645  -15.972348  -17.648076  -12.823169  -20.425550  -18.350648  -12.493461  -16.578714  -18.802727  -14.625154  -22.906075  -22.020301  -16.553729  -27.111225  -11.046106  -15.266261   -9.304351  -12.213182   -9.013749  -17.372302  -26.345413  -27.108186   -3.522880  -13.639524  -14.012882  -18.195520  -21.374219  -16.334884  -12.244483  -17.658606  -16.998520  -12.512390  -10.811364  -15.771333  -21.820097  -26.061159  -29.383107  -14.670842  -24.961965   -7.855179  -10.017960   -6.010079   -4.698877  -12.953351   -5.000037   -9.121125  -14.074030  -12.830156  -12.832286  -15.289909  -16.672873  -19.177250  -18.430075  -23.415592  -21.730284  -27.418115
      1.134509       14.924786        7.354259              436.37      -7.900539   -0.301030   -1.070581  -11.528519  -10.141584   -9.863572   -9.500115  -11.868309  -13.405620  -15.649592  -11.275545  -10.387614   -5.756971  -14.810941  -13.055863   -4.397995  -12.780913   -7.999921  -13.464455  -13.741590   -9.336276  -14.979634  -14.012095  -10.545029   -9.629220   -9.628359  -16.301129  -12.048286  -12.053356  -16.639453  -15.695031  -10.969266  -15.259009  -15.170783  -14.021410  -14.635545  -10.026737  -21.172166  -14.509882   -9.221458  -15.971798  -17.647439  -12.822758  -20.424659  -18.349900  -12.493089  -16.578235  -18.801961  -14.624724  -22.905154  -22.019409  -16.553102  -27.110302  -11.045914  -15.265836   -9.304165  -12.212864   -9.013662  -17.371272  -26.344065  -27.107351   -3.522880  -13.638995  -14.012309  -18.194841  -21.373715  -16.334538  -12.244181  -17.658213  -16.998136  -12.511424  -10.811010  -15.770978  -21.819665  -26.060719  -29.382503  -14.670482  -24.961557   -7.855142  -10.017528   -6.010081   -4.698877  -12.952678   -5.000037   -9.120930  -14.073660  -12.830004  -12.832135  -15.289611  -16.672079  -19.176737  -18.429489  -23.414859  -21.729459  -27.416781
      1.134702       14.924786        7.353967              436.37      -7.900451   -0.301030   -1.070581  -11.528330  -10.140899   -9.863490   -9.499998  -11.868349  -13.405509  -15.648973  -11.274874  -10.387337   -5.756971  -14.810665  -13.055351   -4.397995  -12.780307   -7.999921  -13.463960  -13.741347   -9.336134  -14.979042  -14.011657  -10.544794   -9.629090   -9.628228  -16.300920  -12.047994  -12.053062  -16.638749  -15.694382  -10.968950  -15.258258  -15.170191  -14.020909  -14.634939  -10.026513  -21.171243  -14.509367   -9.221272  -15.971248  -17.646802  -12.822348  -20.423767  -18.349152  -12.492717  -16.577757  -18.801194  -14.624294  -22.904233  -22.018517  -16.552476  -27.109379  -11.045723  -15.265410   -9.303980  -12.212547   -9.013576  -17.370242  -26.342717  -27.106517   -3.522880  -13.638465  -14.011736  -18.194162  -21.373211  -16.334192  -12.243880  -17.657821  -16.997752  -12.510459  -10.810656  -15.770623  -21.819233  -26.060280  -29.381898  -14.670123  -24.961149   -7.855105  -10.017096   -6.010083   -4.698877  -12.952005   -5.000037   -9.120736  -14.073289  -12.829852  -12.831984  -15.289314  -16.671284  -19.176223  -18.428904  -23.414126  -21.728634  -27.415446
      1.134896       14.924786        7.353674              436.37      -7.900364   -0.301030   -1.070581  -11.528140  -10.140215   -9.863407   -9.499881  -11.868390  -13.405399  -15.648355  -11.274203  -10.387059   -5.756971  -14.810388  -13.054838   -4.397995  -12.779701   -7.999921  -13.463466  -13.741104   -9.335992  -14.978451  -14.011219  -10.544560   -9.628959   -9.628097  -16.300710  -12.047702  -12.052768  -16.638045  -15.693733  -10.968634  -15.257507  -15.169599  -14.020408  -14.634334  -10.026289  -21.170320  -14.508852   -9.221085  -15.970698  -17.646165  -12.821937  -20.422875  -18.348404  -12.492345  -16.577279  -18.800428  -14.623864  -22.903312  -22.017625  -16.551850  -27.108456  -11.045532  -15.264985   -9.303794  -12.212230   -9.013489  -17.369213  -26.341369  -27.105683   -3.522880  -13.637936  -14.011163  -18.193483  -21.372707  -16.333846  -12.243578  -17.657429  -16.997368  -12.509493  -10.810302  -15.770268  -21.818800  -26.059840  -29.381293  -14.669764  -24.960741   -7.855068  -10.016664   -6.010086   -4.698877  -12.951331   -5.000037   -9.120541  -14.072919  -12.829701  -12.831833  -15.289017  -16.670490  -19.175710  -18.428318  -23.413393  -21.727808  -27.414112
      1.146499       14.933990        7.336044              431.31      -7.895046   -0.301030   -1.070581  -11.516740  -10.099462   -9.858496   -9.492904  -11.870802  -13.398819  -15.611011  -11.234273  -10.370645   -5.756971  -14.793644  -13.023943   -4.397997  -12.743638   -7.999919  -13.434100  -13.726492   -9.327501  -14.942803  -13.984839  -10.530479   -9.621131   -9.620261  -16.287425  -12.030185  -12.035127  -16.595566  -15.654589  -10.949596  -15.212612  -15.134063  -13.990544  -14.598017  -10.012854  -21.114743  -14.477815   -9.209912  -15.937998  -17.607844  -12.797175  -20.369217  -18.303423  -12.469962  -16.548739  -18.754301  -14.598069  -22.847776  -21.963917  -16.514224  -27.052874  -11.034053  -15.239618   -9.292650  -12.193668   -9.008402  -17.307859  -26.260758  -27.056125   -3.522880  -13.606517  -13.976811  -18.153063  -21.342643  -16.313136  -12.225642  -17.633942  -16.973540  -12.451759  -10.789235  -15.749002  -21.792887  -26.033661  -29.345194  -14.648175  -24.936482   -7.852918   -9.990752   -6.010225   -4.698874  -12.910776   -5.000038   -9.108853  -14.050990  -12.820704  -12.822890  -15.271232  -16.622668  -19.144897  -18.393146  -23.369431  -21.678235  -27.333844
      1.146693       14.933990        7.335749              431.31      -7.894956   -0.301030   -1.070581  -11.516549  -10.098788   -9.858415   -9.492789  -11.870842  -13.398710  -15.610385  -11.233613  -10.370375   -5.756971  -14.793363  -13.023426   -4.397997  -12.743042   -7.999919  -13.433615  -13.726247   -9.327360  -14.942207  -13.984398  -10.530244   -9.621001   -9.620131  -16.287191  -12.029893  -12.034833  -16.594854  -15.653933  -10.949277  -15.211867  -15.133471  -13.990049  -14.597411  -10.012630  -21.113814  -14.477295   -9.209726  -15.937458  -17.607203  -12.796760  -20.368320  -18.302672  -12.469588  -16.548265  -18.753530  -14.597639  -22.846847  -21.963019  -16.513596  -27.051944  -11.033862  -15.239198   -9.292465  -12.193366   -9.008320  -17.306844  -26.259420  -27.055308   -3.522880  -13.605999  -13.976239  -18.152395  -21.342144  -16.312791  -12.225346  -17.633551  -16.973130  -12.450800  -10.788887  -15.748648  -21.792456  -26.033227  -29.344596  -14.647815  -24.936082   -7.852883   -9.990321   -6.010228   -4.698874  -12.910097   -5.000038   -9.108658  -14.050629  -12.820556  -12.822743  -15.270936  -16.621869  -19.144384  -18.392559  -23.368699  -21.677408  -27.332503
      1.146886       14.933990        7.335454              431.31      -7.894866   -0.301030   -1.070581  -11.516358  -10.098114   -9.858334   -9.492673  -11.870882  -13.398601  -15.609758  -11.232954  -10.370105   -5.756971  -14.793081  -13.022908   -4.397997  -12.742445   -7.999919  -13.433131  -13.726003   -9.327219  -14.941610  -13.983956  -10.530009   -9.620871   -9.620001  -16.286957  -12.029601  -12.034539  -16.594142  -15.653278  -10.948958  -15.211121  -15.132878  -13.989555  -14.596806  -10.012406  -21.112884  -14.476776   -9.209540  -15.936918  -17.606563  -12.796346  -20.367423  -18.301921  -12.469214  -16.547792  -18.752759  -14.597209  -22.845917  -21.962120  -16.512968  -27.051014  -11.033671  -15.238778   -9.292279  -12.193065   -9.008237  -17.305829  -26.258081  -27.054491   -3.522880  -13.605481  -13.975667  -18.151727  -21.341646  -16.312447  -12.225050  -17.633161  -16.972720  -12.449841  -10.788539  -15.748294  -21.792024  -26.032794  -29.343997  -14.647455  -24.935681   -7.852848   -9.989889   -6.010230   -4.698874  -12.909419   -5.000038   -9.108463  -14.050269  -12.820408  -12.822596  -15.270641  -16.621069  -19.143870  -18.391973  -23.367966  -21.676581  -27.331162
      1.147080       14.933990        7.335159              431.31      -7.894776   -0.301030   -1.070581  -11.516168  -10.097440   -9.858252   -9.492558  -11.870922  -13.398492  -15.609132  -11.232294  -10.369836   -5.756971  -14.792799  -13.022391   -4.397997  -12.741849   -7.999919  -13.432647  -13.725759   -9.327078  -14.941014  -13.983514  -10.529774   -9.620740   -9.619870  -16.286723  -12.029309  -12.034245  -16.593430  -15.652622  -10.948640  -15.210376  -15.132286  -13.989060  -14.596200  -10.012182  -21.111955  -14.476256   -9.209354  -15.936378  -17.605922  -12.795931  -20.366525  -18.301169  -12.468840  -16.547319  -18.751988  -14.596779  -22.844986  -21.961222  -16.512339  -27.050084  -11.033480  -15.238359   -9.292094  -12.192764   -9.008154  -17.304815  -26.256743  -27.053674   -3.522880  -13.604964  -13.975096  -18.151060  -21.341147  -16.312103  -12.224754  -17.632770  -16.972309  -12.448883  -10.788191  -15.747940  -21.791593  -26.032361  -29.343399  -14.647094  -24.935280   -7.852813   -9.989458   -6.010232   -4.698874  -12.908740   -5.000038   -9.108268  -14.049909  -12.820260  -12.822449  -15.270345  -16.620269  -19.143357  -18.391386  -23.367234  -21.675754  -27.329821
      1.147273       14.933990        7.334864              431.31      -7.894686   -0.301030   -1.070581  -11.515977  -10.096766   -9.858171   -9.492442  -11.870962  -13.398383  -15.608505  -11.231635  -10.369566   -5.756971  -14.792517  -13.021873   -4.397997  -12.741253   -7.999919  -13.432163  -13.725515   -9.326937  -14.940417  -13.983072  -10.529539   -9.620610   -9.619740  -16.286488  -12.029016  -12.033950  -16.592718  -15.651966  -10.948321  -15.209631  -15.131693  -13.988566  -14.595595  -10.011957  -21.111025  -14.475737   -9.209168  -15.935838  -17.605282  -12.795516  -20.365628  -18.300418  -12.468466  -16.546846  -18.751217  -14.596349  -22.844056  -21.960323  -16.511711  -27.049154  -11.033289  -15.237939   -9.291909  -12.192463   -9.008071  -17.303801  -26.255404  -27.052857   -3.522880  -13.604446  -13.974524  -18.150392  -21.340649  -16.311758  -12.224458  -17.632380  -16.971898  -12.447924  -10.787843  -15.747586  -21.791161  -26.031928  -29.342800  -14.646734  -24.934880   -7.852778   -9.989027   -6.010234   -4.698874  -12.908061   -5.000038   -9.108074  -14.049548  -12.820112  -12.822302  -15.270050  -16.619470  -19.142843  -18.390800  -23.366502  -21.674926  -27.328480
      1.158490       14.943004        7.317708              426.42      -7.889382   -0.301030   -1.070581  -11.504883  -10.057967   -9.853500   -9.485777  -11.873275  -13.392099  -15.571947  -11.193736  -10.354140   -5.756972  -14.776008  -12.991700   -4.397998  -12.706953   -7.999917  -13.404353  -13.711312   -9.318767  -14.905684  -13.957335  -10.515891   -9.613079   -9.612200  -16.272263  -12.012063  -12.016882  -16.551193  -15.613758  -10.929769  -15.166590  -15.097334  -13.960077  -14.560470   -9.998946  -21.056945  -14.445484   -9.198396  -15.904796  -17.568021  -12.771370  -20.313439  -18.256731  -12.446692  -16.519541  -18.706376  -14.571406  -22.789853  -21.908017  -16.475230  -26.995029  -11.022213  -15.213746   -9.281168  -12.175449   -9.003381  -17.245419  -26.178074  -27.006005   -3.522880  -13.574739  -13.941424  -18.112000  -21.311862  -16.291822  -12.207445  -17.609770  -16.947340  -12.392524  -10.767831  -15.727091  -21.766156  -26.006971  -29.308257  -14.625813  -24.911846   -7.850804   -9.964074   -6.010368   -4.698872  -12.868548   -5.000039   -9.096763  -14.028931  -12.811641  -12.813885  -15.252973  -16.572949  -19.113054  -18.356762  -23.324047  -21.626895  -27.250549
      1.158683       14.943004        7.317411              426.42      -7.889289   -0.301030   -1.070581  -11.504692  -10.057303   -9.853420   -9.485663  -11.873315  -13.391991  -15.571312  -11.193088  -10.353877   -5.756972  -14.775720  -12.991178   -4.397998  -12.706366   -7.999917  -13.403878  -13.711066   -9.318626  -14.905083  -13.956890  -10.515656   -9.612949   -9.612071  -16.272008  -12.011771  -12.016587  -16.550473  -15.613096  -10.929448  -15.165851  -15.096742  -13.959589  -14.559865   -9.998722  -21.056010  -14.444961   -9.198211  -15.904265  -17.567376  -12.770952  -20.312537  -18.255976  -12.446315  -16.519073  -18.705601  -14.570976  -22.788914  -21.907112  -16.474600  -26.994093  -11.022022  -15.213332   -9.280983  -12.175163   -9.003302  -17.244420  -26.176746  -27.005206   -3.522880  -13.574232  -13.940854  -18.111344  -21.311368  -16.291479  -12.207155  -17.609381  -16.946904  -12.391572  -10.767489  -15.726739  -21.765725  -26.006543  -29.307664  -14.625451  -24.911452   -7.850771   -9.963645   -6.010370   -4.698872  -12.867865   -5.000039   -9.096568  -14.028580  -12.811496  -12.813742  -15.252680  -16.572144  -19.112540  -18.356175  -23.323315  -21.626066  -27.249203
      1.158877       14.943004        7.317115              426.42      -7.889196   -0.301030   -1.070581  -11.504500  -10.056639   -9.853340   -9.485549  -11.873354  -13.391883  -15.570678  -11.192441  -10.353615   -5.756972  -14.775433  -12.990655   -4.397998  -12.705780   -7.999917  -13.403404  -13.710821   -9.318485  -14.904481  -13.956444  -10.515420   -9.612820   -9.611941  -16.271751  -12.011478  -12.016293  -16.549754  -15.612434  -10.929127  -15.165113  -15.096150  -13.959101  -14.559259   -9.998497  -21.055075  -14.444437   -9.198025  -15.903735  -17.566732  -12.770534  -20.311634  -18.255222  -12.445939  -16.518604  -18.704826  -14.570546  -22.787975  -21.906207  -16.473971  -26.993156  -11.021831  -15.212917   -9.280798  -12.174878   -9.003223  -17.243422  -26.175418  -27.004408   -3.522880  -13.573725  -13.940285  -18.110688  -21.310873  -16.291136  -12.206864  -17.608992  -16.946468  -12.390621  -10.767147  -15.726386  -21.765295  -26.006116  -29.307071  -14.625090  -24.911058   -7.850737   -9.963216   -6.010372   -4.698872  -12.867181   -5.000039   -9.096373  -14.028230  -12.811352  -12.813599  -15.252386  -16.571340  -19.112026  -18.355588  -23.322584  -21.625237  -27.247857
